id,timestamp,transaction_type,token,amount
102,1571962201,WITHDRAWAL,BTC,0.300603
103,1571962196,WITHDRAWAL,XRP,0.520672
104,1571962133,WITHDRAWAL,ETH,0.226442
105,1571962132,DEPOSIT,BTC,0.723286
106,1571962096,WITHDRAWAL,BTC,0.215204
107,1571961997,WITHDRAWAL,BTC,0.999347
108,1571961943,WITHDRAWAL,ETH,0.450927
109,1571961853,WITHDRAWAL,BTC,0.559812
110,1571961805,WITHDRAWAL,ETH,0.915196
111,1571961706,WITHDRAWAL,ETH,0.980358
112,1571961663,DEPOSIT,BTC,0.528773
113,1571961652,WITHDRAWAL,XRP,0.882968
114,1571961626,DEPOSIT,ETH,0.4025
115,1571961544,WITHDRAWAL,BTC,0.902429
116,1571961543,WITHDRAWAL,XRP,0.404586
117,1571961519,WITHDRAWAL,ETH,0.808027
118,1571961476,DEPOSIT,ETH,0.936093
119,1571961453,WITHDRAWAL,ETH,0.476381
120,1571961406,DEPOSIT,BTC,0.435003
121,1571961380,DEPOSIT,XRP,0.490516
122,1571961352,DEPOSIT,BTC,0.729912
123,1571961299,DEPOSIT,ETH,0.813151
124,1571961223,DEPOSIT,BTC,0.783873
125,1571961128,WITHDRAWAL,ETH,0.620823
126,1571961107,DEPOSIT,BTC,0.873505
127,1571961104,DEPOSIT,BTC,0.131635
128,1571961035,WITHDRAWAL,ETH,0.994364
129,1571960944,WITHDRAWAL,XRP,0.314995
130,1571960861,DEPOSIT,ETH,0.521464
131,1571960775,DEPOSIT,ETH,0.370962
132,1571960692,DEPOSIT,BTC,0.698245
133,1571960689,WITHDRAWAL,XRP,0.081113
134,1571960656,DEPOSIT,XRP,0.772721
135,1571960600,WITHDRAWAL,BTC,0.95954
136,1571960593,WITHDRAWAL,BTC,0.021037
137,1571960583,WITHDRAWAL,BTC,0.258409
138,1571960494,WITHDRAWAL,XRP,0.055682
139,1571960433,WITHDRAWAL,BTC,0.507611
140,1571960417,DEPOSIT,BTC,0.19586
141,1571960417,WITHDRAWAL,ETH,0.961621
142,1571960377,DEPOSIT,XRP,0.447851
143,1571960335,WITHDRAWAL,BTC,0.275658
144,1571960277,DEPOSIT,ETH,0.497178
145,1571960185,DEPOSIT,XRP,0.806973
146,1571960121,DEPOSIT,ETH,0.052234
147,1571960081,DEPOSIT,XRP,0.935798
148,1571959996,DEPOSIT,BTC,0.301072
149,1571959944,WITHDRAWAL,BTC,0.900465
150,1571959880,DEPOSIT,BTC,0.763405
151,1571959783,DEPOSIT,BTC,0.768876
152,1571959721,WITHDRAWAL,ETH,0.198234
153,1571959686,DEPOSIT,BTC,0.944896
154,1571959685,DEPOSIT,BTC,0.690398
155,1571959632,WITHDRAWAL,ETH,0.958403
156,1571959550,DEPOSIT,BTC,0.585393
157,1571959451,WITHDRAWAL,ETH,0.32396
158,1571959365,DEPOSIT,ETH,0.957136
159,1571959300,DEPOSIT,ETH,0.667254
160,1571959255,DEPOSIT,XRP,0.686319
161,1571959164,WITHDRAWAL,BTC,0.285294
162,1571959073,DEPOSIT,ETH,0.820971
163,1571959035,DEPOSIT,XRP,0.474099
164,1571959002,DEPOSIT,ETH,0.662791
165,1571958915,DEPOSIT,BTC,0.207566
166,1571958847,DEPOSIT,ETH,0.961605
167,1571958817,DEPOSIT,XRP,0.946733
168,1571958761,DEPOSIT,XRP,0.148141
169,1571958676,DEPOSIT,BTC,0.814478
170,1571958644,DEPOSIT,XRP,0.905062
171,1571958564,DEPOSIT,XRP,0.868441
172,1571958530,WITHDRAWAL,BTC,0.697631
173,1571958441,DEPOSIT,XRP,0.343305
174,1571958343,DEPOSIT,XRP,0.411096
175,1571958247,WITHDRAWAL,XRP,0.084057
176,1571958150,DEPOSIT,ETH,0.00551
177,1571958085,DEPOSIT,XRP,0.559799
178,1571958076,WITHDRAWAL,ETH,0.326629
179,1571958012,DEPOSIT,XRP,0.031598
180,1571957928,WITHDRAWAL,BTC,0.38605
181,1571957904,WITHDRAWAL,ETH,0.258196
182,1571957839,WITHDRAWAL,ETH,0.900707
183,1571957765,DEPOSIT,BTC,0.385376
184,1571957683,WITHDRAWAL,ETH,0.710487
185,1571957625,WITHDRAWAL,BTC,0.803046
186,1571957623,WITHDRAWAL,BTC,0.813089
187,1571957529,WITHDRAWAL,ETH,0.846909
188,1571957433,WITHDRAWAL,BTC,0.080572
189,1571957364,WITHDRAWAL,ETH,0.521519
190,1571957293,WITHDRAWAL,BTC,0.719311
191,1571957201,DEPOSIT,XRP,0.698991
192,1571957121,DEPOSIT,BTC,0.870171
193,1571957045,DEPOSIT,BTC,0.584881
194,1571957027,WITHDRAWAL,BTC,0.353822
195,1571956957,WITHDRAWAL,ETH,0.422066
196,1571956908,DEPOSIT,BTC,0.52333
197,1571956871,DEPOSIT,ETH,0.367267
198,1571956804,DEPOSIT,ETH,0.686614
199,1571956717,DEPOSIT,XRP,0.810129
200,1571956628,WITHDRAWAL,XRP,0.632437
201,1571956541,DEPOSIT,BTC,0.350614
202,1571956461,DEPOSIT,BTC,0.858163
203,1571956380,DEPOSIT,ETH,0.645154
204,1571956332,WITHDRAWAL,XRP,0.230195
205,1571956306,DEPOSIT,XRP,0.746063
206,1571956237,DEPOSIT,ETH,0.7005
207,1571956152,DEPOSIT,BTC,0.804386
208,1571956092,DEPOSIT,BTC,0.940083
209,1571955998,DEPOSIT,XRP,0.531057
210,1571955927,WITHDRAWAL,XRP,0.445283
211,1571955841,DEPOSIT,BTC,0.970061
212,1571955782,DEPOSIT,XRP,0.741384
213,1571955683,DEPOSIT,BTC,0.743456
214,1571955669,WITHDRAWAL,ETH,0.525168
215,1571955571,WITHDRAWAL,BTC,0.054882
216,1571955497,WITHDRAWAL,BTC,0.948568
217,1571955445,WITHDRAWAL,XRP,0.481468
218,1571955393,WITHDRAWAL,ETH,0.470246
219,1571955335,DEPOSIT,ETH,0.930199
220,1571955289,DEPOSIT,ETH,0.027794
221,1571955192,DEPOSIT,BTC,0.557247
222,1571955178,DEPOSIT,ETH,0.384026
223,1571955153,DEPOSIT,ETH,0.605966
224,1571955149,DEPOSIT,BTC,0.64272
225,1571955080,DEPOSIT,XRP,0.044143
226,1571955027,DEPOSIT,ETH,0.9758
227,1571954999,WITHDRAWAL,ETH,0.744603
228,1571954974,DEPOSIT,BTC,0.918713
229,1571954921,DEPOSIT,BTC,0.553253
230,1571954893,DEPOSIT,BTC,0.786975
231,1571954867,DEPOSIT,XRP,0.417464
232,1571954860,DEPOSIT,ETH,0.841305
233,1571954844,DEPOSIT,XRP,0.527658
234,1571954760,DEPOSIT,ETH,0.550277
235,1571954682,DEPOSIT,XRP,0.938988
236,1571954588,WITHDRAWAL,BTC,0.599759
237,1571954580,DEPOSIT,BTC,0.940446
238,1571954512,DEPOSIT,ETH,0.187759
239,1571954512,DEPOSIT,BTC,0.302949
240,1571954477,DEPOSIT,BTC,0.789718
241,1571954418,DEPOSIT,ETH,0.464318
242,1571954372,DEPOSIT,XRP,0.4225
243,1571954345,WITHDRAWAL,XRP,0.943088
244,1571954314,DEPOSIT,BTC,0.487146
245,1571954265,DEPOSIT,XRP,0.520286
246,1571954204,WITHDRAWAL,XRP,0.382456
247,1571954134,WITHDRAWAL,ETH,0.386462
248,1571954082,WITHDRAWAL,ETH,0.806232
249,1571954081,WITHDRAWAL,BTC,0.527723
250,1571954014,DEPOSIT,BTC,0.610872
251,1571953955,DEPOSIT,BTC,0.968138
252,1571953891,DEPOSIT,XRP,0.328582
253,1571953890,DEPOSIT,BTC,0.734029
254,1571953887,DEPOSIT,XRP,0.266452
255,1571953811,DEPOSIT,XRP,0.850645
256,1571953750,WITHDRAWAL,XRP,0.003562
257,1571953730,DEPOSIT,ETH,0.443315
258,1571953683,WITHDRAWAL,BTC,0.479544
259,1571953591,WITHDRAWAL,XRP,0.52177
260,1571953584,WITHDRAWAL,ETH,0.837758
261,1571953521,WITHDRAWAL,BTC,0.221286
262,1571953432,WITHDRAWAL,BTC,0.53478
263,1571953351,DEPOSIT,ETH,0.876073
264,1571953253,DEPOSIT,BTC,0.526158
265,1571953175,WITHDRAWAL,BTC,0.703379
266,1571953108,DEPOSIT,ETH,0.618873
267,1571953046,DEPOSIT,ETH,0.757628
268,1571953019,WITHDRAWAL,BTC,0.601385
269,1571952921,DEPOSIT,BTC,0.266652
270,1571952869,DEPOSIT,BTC,0.073445
271,1571952866,DEPOSIT,BTC,0.946733
272,1571952846,WITHDRAWAL,ETH,0.571792
273,1571952781,WITHDRAWAL,ETH,0.551058
274,1571952747,WITHDRAWAL,XRP,0.205362
275,1571952736,WITHDRAWAL,BTC,0.208371
276,1571952640,DEPOSIT,BTC,0.580894
277,1571952545,DEPOSIT,BTC,0.96629
278,1571952514,DEPOSIT,BTC,0.707158
279,1571952470,DEPOSIT,ETH,0.338049
280,1571952412,WITHDRAWAL,BTC,0.422886
281,1571952320,WITHDRAWAL,ETH,0.662448
282,1571952256,DEPOSIT,ETH,0.548277
283,1571952221,DEPOSIT,XRP,0.422442
284,1571952194,DEPOSIT,BTC,0.109214
285,1571952174,WITHDRAWAL,BTC,0.956606
286,1571952140,WITHDRAWAL,BTC,0.326802
287,1571952062,WITHDRAWAL,ETH,0.907211
288,1571952026,DEPOSIT,BTC,0.170187
289,1571951992,DEPOSIT,BTC,0.656869
290,1571951913,DEPOSIT,ETH,0.479676
291,1571951886,DEPOSIT,ETH,0.85283
292,1571951866,DEPOSIT,ETH,0.420871
293,1571951865,WITHDRAWAL,XRP,0.649956
294,1571951806,DEPOSIT,XRP,0.739507
295,1571951726,WITHDRAWAL,XRP,0.756338
296,1571951700,DEPOSIT,ETH,0.553937
297,1571951697,DEPOSIT,XRP,0.402829
298,1571951637,DEPOSIT,BTC,0.464115
299,1571951556,WITHDRAWAL,XRP,0.930772
300,1571951487,DEPOSIT,BTC,0.893489
301,1571951476,DEPOSIT,BTC,0.530007
302,1571951392,DEPOSIT,ETH,0.300582
303,1571951350,DEPOSIT,ETH,0.735483
304,1571951338,WITHDRAWAL,XRP,0.933893
305,1571951302,DEPOSIT,ETH,0.911282
306,1571951243,WITHDRAWAL,XRP,0.691659
307,1571951239,DEPOSIT,XRP,0.260769
308,1571951179,WITHDRAWAL,XRP,0.368939
309,1571951148,WITHDRAWAL,XRP,0.987708
310,1571951136,DEPOSIT,XRP,0.129145
311,1571951098,WITHDRAWAL,XRP,0.110464
312,1571951006,DEPOSIT,BTC,0.637719
313,1571950967,WITHDRAWAL,ETH,0.809961
314,1571950940,WITHDRAWAL,ETH,0.85638
315,1571950923,WITHDRAWAL,BTC,0.100199
316,1571950922,DEPOSIT,XRP,0.544564
317,1571950824,DEPOSIT,BTC,0.26931
318,1571950758,DEPOSIT,XRP,0.804252
319,1571950707,DEPOSIT,XRP,0.962616
320,1571950618,WITHDRAWAL,BTC,0.623104
321,1571950522,WITHDRAWAL,ETH,0.588029
322,1571950471,WITHDRAWAL,ETH,0.202984
323,1571950380,DEPOSIT,BTC,0.991924
324,1571950281,DEPOSIT,XRP,0.314031
325,1571950206,DEPOSIT,ETH,0.141834
326,1571950182,WITHDRAWAL,BTC,0.59516
327,1571950147,DEPOSIT,BTC,0.409779
328,1571950129,WITHDRAWAL,ETH,0.932043
329,1571950054,DEPOSIT,ETH,0.509608
330,1571950054,DEPOSIT,XRP,0.595914
331,1571950016,DEPOSIT,BTC,0.837971
332,1571949983,DEPOSIT,XRP,0.437692
333,1571949901,DEPOSIT,BTC,0.846713
334,1571949868,DEPOSIT,XRP,0.87443
335,1571949843,DEPOSIT,XRP,0.970981
336,1571949789,WITHDRAWAL,ETH,0.906392
337,1571949690,DEPOSIT,XRP,0.452197
338,1571949633,DEPOSIT,BTC,0.501161
339,1571949568,WITHDRAWAL,BTC,0.339567
340,1571949505,DEPOSIT,BTC,0.230416
341,1571949476,WITHDRAWAL,ETH,0.731373
342,1571949390,WITHDRAWAL,XRP,0.350254
343,1571949379,WITHDRAWAL,ETH,0.588143
344,1571949290,WITHDRAWAL,XRP,0.258053
345,1571949201,WITHDRAWAL,BTC,0.097787
346,1571949189,DEPOSIT,ETH,0.657592
347,1571949169,DEPOSIT,XRP,0.696482
348,1571949076,DEPOSIT,BTC,0.35032
349,1571949048,DEPOSIT,BTC,0.967764
350,1571948970,WITHDRAWAL,ETH,0.563666
351,1571948928,DEPOSIT,ETH,0.905783
352,1571948835,DEPOSIT,ETH,0.737077
353,1571948768,WITHDRAWAL,XRP,0.076369
354,1571948714,WITHDRAWAL,XRP,0.915665
355,1571948635,DEPOSIT,BTC,0.310845
356,1571948592,WITHDRAWAL,ETH,0.116931
357,1571948548,WITHDRAWAL,XRP,0.819122
358,1571948507,DEPOSIT,BTC,0.156436
359,1571948423,DEPOSIT,ETH,0.555442
360,1571948395,DEPOSIT,XRP,0.969518
361,1571948321,WITHDRAWAL,ETH,0.272726
362,1571948263,WITHDRAWAL,XRP,0.655189
363,1571948255,DEPOSIT,BTC,0.328976
364,1571948199,DEPOSIT,ETH,0.869356
365,1571948109,DEPOSIT,ETH,0.891939
366,1571948019,WITHDRAWAL,ETH,0.81766
367,1571947927,DEPOSIT,XRP,0.178757
368,1571947908,WITHDRAWAL,BTC,0.673842
369,1571947899,DEPOSIT,ETH,0.393443
370,1571947865,WITHDRAWAL,XRP,0.721582
371,1571947801,DEPOSIT,BTC,0.849587
372,1571947770,WITHDRAWAL,BTC,0.762322
373,1571947748,DEPOSIT,BTC,0.562671
374,1571947666,DEPOSIT,BTC,0.480712
375,1571947643,DEPOSIT,BTC,0.388412
376,1571947597,DEPOSIT,BTC,0.172714
377,1571947512,WITHDRAWAL,BTC,0.099335
378,1571947462,DEPOSIT,XRP,0.177923
379,1571947375,DEPOSIT,ETH,0.219208
380,1571947298,DEPOSIT,BTC,0.933151
381,1571947284,DEPOSIT,BTC,0.07447
382,1571947269,WITHDRAWAL,ETH,0.286859
383,1571947246,DEPOSIT,XRP,0.874006
384,1571947190,DEPOSIT,ETH,0.694987
385,1571947102,DEPOSIT,XRP,0.398966
386,1571947032,DEPOSIT,BTC,0.194359
387,1571947025,DEPOSIT,BTC,0.921566
388,1571947020,DEPOSIT,BTC,0.086351
389,1571946970,DEPOSIT,ETH,0.234698
390,1571946961,DEPOSIT,ETH,0.545344
391,1571946950,DEPOSIT,BTC,0.707018
392,1571946930,WITHDRAWAL,XRP,0.699021
393,1571946847,DEPOSIT,XRP,0.312276
394,1571946785,DEPOSIT,XRP,0.542642
395,1571946707,DEPOSIT,XRP,0.9297
396,1571946625,WITHDRAWAL,XRP,0.045575
397,1571946602,DEPOSIT,ETH,0.953871
398,1571946514,DEPOSIT,ETH,0.665517
399,1571946452,DEPOSIT,BTC,0.738457
400,1571946358,WITHDRAWAL,BTC,0.417318
401,1571946277,DEPOSIT,ETH,0.322201
402,1571946250,DEPOSIT,ETH,0.362294
403,1571946235,WITHDRAWAL,ETH,0.107703
404,1571946146,WITHDRAWAL,BTC,0.053324
405,1571946072,DEPOSIT,XRP,0.370986
406,1571946050,DEPOSIT,XRP,0.866087
407,1571946035,WITHDRAWAL,XRP,0.638469
408,1571945948,WITHDRAWAL,ETH,0.010269
409,1571945901,WITHDRAWAL,BTC,0.095802
410,1571945890,WITHDRAWAL,BTC,0.543544
411,1571945797,WITHDRAWAL,XRP,0.902842
412,1571945759,WITHDRAWAL,ETH,0.924983
413,1571945745,DEPOSIT,XRP,0.169138
414,1571945716,WITHDRAWAL,XRP,0.033899
415,1571945706,DEPOSIT,ETH,0.12851
416,1571945651,WITHDRAWAL,XRP,0.442718
417,1571945598,WITHDRAWAL,BTC,0.215921
418,1571945591,DEPOSIT,BTC,0.536273
419,1571945516,WITHDRAWAL,BTC,0.569593
420,1571945498,WITHDRAWAL,BTC,0.63726
421,1571945475,DEPOSIT,BTC,0.02361
422,1571945438,DEPOSIT,BTC,0.942352
423,1571945413,DEPOSIT,ETH,0.621375
424,1571945403,WITHDRAWAL,BTC,0.752725
425,1571945321,WITHDRAWAL,BTC,0.268677
426,1571945238,DEPOSIT,BTC,0.451038
427,1571945207,DEPOSIT,BTC,0.04623
428,1571945192,WITHDRAWAL,BTC,0.651408
429,1571945142,WITHDRAWAL,ETH,0.773024
430,1571945109,DEPOSIT,BTC,0.851453
431,1571945061,DEPOSIT,ETH,0.81448
432,1571945042,WITHDRAWAL,XRP,0.658171
433,1571944959,WITHDRAWAL,BTC,0.241409
434,1571944888,DEPOSIT,XRP,0.591428
435,1571944852,DEPOSIT,BTC,0.741202
436,1571944842,WITHDRAWAL,BTC,0.789831
437,1571944792,DEPOSIT,XRP,0.467172
438,1571944721,WITHDRAWAL,ETH,0.475174
439,1571944650,WITHDRAWAL,BTC,0.900974
440,1571944578,WITHDRAWAL,BTC,0.817686
441,1571944504,DEPOSIT,ETH,0.565329
442,1571944443,DEPOSIT,XRP,0.496511
443,1571944361,WITHDRAWAL,ETH,0.425537
444,1571944286,WITHDRAWAL,XRP,0.942385
445,1571944261,WITHDRAWAL,ETH,0.042704
446,1571944166,WITHDRAWAL,XRP,0.432568
447,1571944131,DEPOSIT,BTC,0.176472
448,1571944080,DEPOSIT,ETH,0.197993
449,1571944074,DEPOSIT,XRP,0.757959
450,1571944029,WITHDRAWAL,XRP,0.196727
451,1571943987,WITHDRAWAL,BTC,0.183543
452,1571943929,WITHDRAWAL,ETH,0.022669
453,1571943902,DEPOSIT,ETH,0.318984
454,1571943819,WITHDRAWAL,XRP,0.989817
455,1571943804,DEPOSIT,ETH,0.438024
456,1571943756,DEPOSIT,BTC,0.979353
457,1571943662,DEPOSIT,XRP,0.525648
458,1571943605,WITHDRAWAL,BTC,0.700391
459,1571943547,DEPOSIT,ETH,0.963756
460,1571943536,WITHDRAWAL,ETH,0.699054
461,1571943469,DEPOSIT,ETH,0.363719
462,1571943438,DEPOSIT,XRP,0.95577
463,1571943342,WITHDRAWAL,XRP,0.928179
464,1571943291,DEPOSIT,XRP,0.954959
465,1571943213,WITHDRAWAL,BTC,0.321516
466,1571943152,DEPOSIT,BTC,0.869329
467,1571943107,DEPOSIT,BTC,0.196295
468,1571943098,WITHDRAWAL,ETH,0.069353
469,1571943069,DEPOSIT,XRP,0.49403
470,1571943054,DEPOSIT,ETH,0.270212
471,1571943010,DEPOSIT,XRP,0.494823
472,1571942999,WITHDRAWAL,BTC,0.313161
473,1571942982,DEPOSIT,ETH,0.464884
474,1571942925,WITHDRAWAL,XRP,0.955044
475,1571942872,DEPOSIT,ETH,0.349451
476,1571942839,WITHDRAWAL,XRP,0.189849
477,1571942804,DEPOSIT,BTC,0.649056
478,1571942732,DEPOSIT,BTC,0.24212
479,1571942700,DEPOSIT,XRP,0.728581
480,1571942626,WITHDRAWAL,XRP,0.773081
481,1571942559,DEPOSIT,XRP,0.09797
482,1571942548,WITHDRAWAL,XRP,0.681937
483,1571942508,DEPOSIT,BTC,0.084807
484,1571942507,DEPOSIT,BTC,0.788079
485,1571942507,DEPOSIT,XRP,0.782677
486,1571942476,DEPOSIT,XRP,0.234005
487,1571942453,DEPOSIT,XRP,0.874019
488,1571942400,WITHDRAWAL,BTC,0.189666
489,1571942341,WITHDRAWAL,XRP,0.095086
490,1571942268,DEPOSIT,BTC,0.537446
491,1571942195,DEPOSIT,BTC,0.960042
492,1571942188,DEPOSIT,ETH,0.718736
493,1571942135,DEPOSIT,BTC,0.388452
494,1571942069,WITHDRAWAL,BTC,0.274034
495,1571942047,DEPOSIT,ETH,0.398143
496,1571941990,DEPOSIT,XRP,0.333388
497,1571941920,WITHDRAWAL,BTC,0.109267
498,1571941864,DEPOSIT,ETH,0.334981
499,1571941803,WITHDRAWAL,ETH,0.957933
500,1571941753,WITHDRAWAL,ETH,0.321079
501,1571941742,DEPOSIT,BTC,0.257207
502,1571941725,WITHDRAWAL,ETH,0.276401
503,1571941686,DEPOSIT,ETH,0.914401
504,1571941655,DEPOSIT,XRP,0.55834
505,1571941585,WITHDRAWAL,BTC,0.532905
506,1571941489,WITHDRAWAL,XRP,0.9662
507,1571941396,DEPOSIT,BTC,0.957877
508,1571941381,DEPOSIT,XRP,0.609616
509,1571941345,WITHDRAWAL,ETH,0.793409
510,1571941260,DEPOSIT,ETH,0.118219
511,1571941181,DEPOSIT,ETH,0.590132
512,1571941129,DEPOSIT,XRP,0.615785
513,1571941111,DEPOSIT,XRP,0.87516
514,1571941021,DEPOSIT,BTC,0.250104
515,1571941002,DEPOSIT,BTC,0.621903
516,1571940931,DEPOSIT,XRP,0.872159
517,1571940839,DEPOSIT,ETH,0.900491
518,1571940761,DEPOSIT,ETH,0.607811
519,1571940691,WITHDRAWAL,XRP,0.244202
520,1571940600,WITHDRAWAL,BTC,0.47589
521,1571940523,DEPOSIT,XRP,0.572903
522,1571940452,DEPOSIT,XRP,0.454483
523,1571940396,DEPOSIT,ETH,0.972374
524,1571940314,WITHDRAWAL,XRP,0.997044
525,1571940302,WITHDRAWAL,BTC,0.251862
526,1571940250,WITHDRAWAL,BTC,0.593236
527,1571940242,WITHDRAWAL,XRP,0.481987
528,1571940178,DEPOSIT,BTC,0.203472
529,1571940132,DEPOSIT,BTC,0.022726
530,1571940113,DEPOSIT,ETH,0.415912
531,1571940026,DEPOSIT,BTC,0.562193
532,1571940007,WITHDRAWAL,ETH,0.319709
533,1571939916,WITHDRAWAL,BTC,0.018987
534,1571939847,DEPOSIT,XRP,0.162857
535,1571939788,DEPOSIT,ETH,0.261924
536,1571939725,DEPOSIT,ETH,0.161868
537,1571939688,DEPOSIT,ETH,0.099334
538,1571939618,DEPOSIT,XRP,0.710298
539,1571939579,DEPOSIT,ETH,0.842976
540,1571939516,DEPOSIT,BTC,0.763721
541,1571939472,DEPOSIT,BTC,0.285135
542,1571939426,WITHDRAWAL,ETH,0.532678
543,1571939341,DEPOSIT,BTC,0.69908
544,1571939324,WITHDRAWAL,ETH,0.351968
545,1571939272,WITHDRAWAL,XRP,0.140409
546,1571939217,DEPOSIT,BTC,0.062242
547,1571939216,DEPOSIT,ETH,0.636009
548,1571939167,DEPOSIT,XRP,0.031395
549,1571939165,DEPOSIT,BTC,0.580268
550,1571939124,DEPOSIT,XRP,0.260517
551,1571939084,DEPOSIT,XRP,0.653645
552,1571939032,WITHDRAWAL,ETH,0.916982
553,1571939015,DEPOSIT,XRP,0.772116
554,1571938968,WITHDRAWAL,ETH,0.729311
555,1571938957,WITHDRAWAL,BTC,0.655329
556,1571938946,DEPOSIT,ETH,0.594766
557,1571938922,DEPOSIT,BTC,0.107125
558,1571938869,WITHDRAWAL,ETH,0.243222
559,1571938865,WITHDRAWAL,BTC,0.544433
560,1571938795,DEPOSIT,XRP,0.679442
561,1571938791,WITHDRAWAL,ETH,0.208281
562,1571938703,WITHDRAWAL,XRP,0.63652
563,1571938700,WITHDRAWAL,BTC,0.911274
